Facility,WWTP,Date,Lab,Target_Name,Copies_Per_Liter_WW,Sample_ID,Detection_Limit,Population,Sample_Type,No_of_Hours_Missed,flow 
Woodway No. 1 LS FN 153,WOODWAY#1,8/9/2021,R,SARS CoV-2 N1,23466.67,0809.WWAY-2,2333.33,2424,Composite,NA,
WCID #028,WCID#028,8/9/2021,R,SARS CoV-2 N2,328533.33,0809.WCID28-1,2814.32,22510,Composite,NA,
WCID #028,WCID#028,8/9/2021,R,SARS CoV-2 N1,374000,0809.WCID28-1,1686.67,22510,Composite,NA,
WCID #028,WCID#028,8/9/2021,R,SARS CoV-2 N2,383533.33,0809.WCID28-2,2814.32,22510,Composite,NA,
WCID #028,WCID#028,8/9/2021,R,SARS CoV-2 N1,451000,0809.WCID28-2,1686.67,22510,Composite,NA,
Aldine Bender LS FN300,ALDINE BENDER,8/12/2021,R,SARS CoV-2 N2,384266.67,0812.ALDB-1,2814.32,3049,Composite,NA,
Aldine Bender LS FN300,ALDINE BENDER,8/12/2021,R,SARS CoV-2 N1,418733.33,0812.ALDB-1,1686.67,3049,Composite,NA,
Aldine Bender LS FN300,ALDINE BENDER,8/12/2021,R,SARS CoV-2 N2,412133.33,0812.ALDB-2,2814.32,3049,Composite,NA,
Aldine Bender LS FN300,ALDINE BENDER,8/12/2021,R,SARS CoV-2 N1,486933.33,0812.ALDB-2,1686.67,3049,Composite,NA,
BALLANTINE (CFS),BALLANTINE,8/12/2021,R,SARS CoV-2 N2,129800,0812.BALL-1,2814.32,8231,Composite,NA,
BALLANTINE (CFS),BALLANTINE,8/12/2021,R,SARS CoV-2 N1,139333.33,0812.BALL-1,1686.67,8231,Composite,NA,
BALLANTINE (CFS),BALLANTINE,8/12/2021,R,SARS CoV-2 N2,103400,0812.BALL-2,2814.32,8231,Composite,NA,
BALLANTINE (CFS),BALLANTINE,8/12/2021,R,SARS CoV-2 N1,108533.33,0812.BALL-2,1686.67,8231,Composite,NA,
Banner LS FN 221,BANNER,8/12/2021,R,SARS CoV-2 N2,0,0812.BANN-1,2814.32,715,Composite,NA,
Banner LS FN 221,BANNER,8/12/2021,R,SARS CoV-2 N1,57200,0812.BANN-1,1686.67,715,Composite,NA,
Banner LS FN 221,BANNER,8/12/2021,R,SARS CoV-2 N2,0,0812.BANN-2,2814.32,715,Composite,NA,
Banner LS FN 221,BANNER,8/12/2021,R,SARS CoV-2 N1,52066.67,0812.BANN-2,1686.67,715,Composite,NA,
Belmont LS,BELMONT,8/12/2021,R,SARS CoV-2 N2,696666.67,0812.BELM-1,2814.32,15074,Composite,NA,
Belmont LS,BELMONT,8/12/2021,R,SARS CoV-2 N1,975333.33,0812.BELM-1,1686.67,15074,Composite,NA,
Belmont LS,BELMONT,8/12/2021,R,SARS CoV-2 N2,770000,0812.BELM-2,2814.32,15074,Composite,NA,
Belmont LS,BELMONT,8/12/2021,R,SARS CoV-2 N1,990000,0812.BELM-2,1686.67,15074,Composite,NA,
Blue Bell,BLUE BELL,8/12/2021,R,SARS CoV-2 N2,19066.67,0812.BLUE-1,2814.32,1873,Composite,NA,
Blue Bell,BLUE BELL,8/12/2021,R,SARS CoV-2 N1,29333.33,0812.BLUE-1,1686.67,1873,Composite,NA,
Blue Bell,BLUE BELL,8/12/2021,R,SARS CoV-2 N2,15400,0812.BLUE-2,2814.32,1873,Composite,NA,
Blue Bell,BLUE BELL,8/12/2021,R,SARS CoV-2 N1,20533.33,0812.BLUE-2,1686.67,1873,Composite,NA,
BRETSHIRE #2,BRETSHIRE#2,8/12/2021,R,SARS CoV-2 N2,492066.67,0812.BRET-1,2814.32,7750,Composite,NA,
BRETSHIRE #2,BRETSHIRE#2,8/12/2021,R,SARS CoV-2 N1,555866.67,0812.BRET-1,1686.67,7750,Composite,NA,
BRETSHIRE #2,BRETSHIRE#2,8/12/2021,R,SARS CoV-2 N2,341000,0812.BRET-2,2814.32,7750,Composite,NA,
BRETSHIRE #2,BRETSHIRE#2,8/12/2021,R,SARS CoV-2 N1,418733.33,0812.BRET-2,1686.67,7750,Composite,NA,
Brock LS 26,BROCK,8/12/2021,R,SARS CoV-2 N2,275733.33,0812.BROC-1,2814.32,27548,Composite,NA,
Brock LS 26,BROCK,8/12/2021,R,SARS CoV-2 N1,301400,0812.BROC-1,1686.67,27548,Composite,NA,
Brock LS 26,BROCK,8/12/2021,R,SARS CoV-2 N2,254466.67,0812.BROC-2,2814.32,27548,Composite,NA,
Brock LS 26,BROCK,8/12/2021,R,SARS CoV-2 N1,297733.33,0812.BROC-2,1686.67,27548,Composite,NA,
Chatwood,CHATWOOD,8/12/2021,R,SARS CoV-2 N2,613066.67,0812.CHAT-1,2814.32,2594,Composite,NA,
Chatwood,CHATWOOD,8/12/2021,R,SARS CoV-2 N1,682000,0812.CHAT-1,1686.67,2594,Composite,NA,
Chatwood,CHATWOOD,8/12/2021,R,SARS CoV-2 N2,564666.67,0812.CHAT-2,2814.32,2594,Composite,NA,
Chatwood,CHATWOOD,8/12/2021,R,SARS CoV-2 N1,620400,0812.CHAT-2,1686.67,2594,Composite,NA,
Clinton Dr #2,CLINTON DRIVE#2,8/12/2021,R,SARS CoV-2 N2,162066.67,0812.CLN2-1,2814.32,373937,Composite,NA,
Clinton Dr #2,CLINTON DRIVE#2,8/12/2021,R,SARS CoV-2 N1,188466.67,0812.CLN2-1,1686.67,373937,Composite,NA,
Clinton Dr #2,CLINTON DRIVE#2,8/12/2021,R,SARS CoV-2 N2,135666.67,0812.CLN2-2,2814.32,373937,Composite,NA,
Clinton Dr #2,CLINTON DRIVE#2,8/12/2021,R,SARS CoV-2 N1,150333.33,0812.CLN2-2,1686.67,373937,Composite,NA,
De Priest,DE PRIEST,8/12/2021,R,SARS CoV-2 N2,488400,0812.PRIE-1,2814.32,4849,Composite,NA,
De Priest,DE PRIEST,8/12/2021,R,SARS CoV-2 N1,522133.33,0812.PRIE-1,1686.67,4849,Composite,NA,
De Priest,DE PRIEST,8/12/2021,R,SARS CoV-2 N2,381333.33,0812.PRIE-2,2814.32,4849,Composite,NA,
De Priest,DE PRIEST,8/12/2021,R,SARS CoV-2 N1,394533.33,0812.PRIE-2,1686.67,4849,Composite,NA,
FAIRWAY,FAIRWAY,8/12/2021,R,SARS CoV-2 N2,249333.33,0812.FAIR-1,2814.32,6160,Composite,NA,
FAIRWAY,FAIRWAY,8/12/2021,R,SARS CoV-2 N1,269866.67,0812.FAIR-1,1686.67,6160,Composite,NA,
FAIRWAY,FAIRWAY,8/12/2021,R,SARS CoV-2 N2,268400,0812.FAIR-2,2814.32,6160,Composite,NA,
FAIRWAY,FAIRWAY,8/12/2021,R,SARS CoV-2 N1,305800,0812.FAIR-2,1686.67,6160,Composite,NA,
Findlay,FINDLAY,8/12/2021,R,SARS CoV-2 N2,550000,0812.FIND-1,2814.32,4858,Composite,NA,
Findlay,FINDLAY,8/12/2021,R,SARS CoV-2 N1,667333.33,0812.FIND-1,1686.67,4858,Composite,NA,
Findlay,FINDLAY,8/12/2021,R,SARS CoV-2 N2,409933.33,0812.FIND-2,2814.32,4858,Composite,NA,
Findlay,FINDLAY,8/12/2021,R,SARS CoV-2 N1,454666.67,0812.FIND-2,1686.67,4858,Composite,NA,
GARDEN VILLAS (CFS),GARDEN VILLAS,8/12/2021,R,SARS CoV-2 N2,1100,0812.GAVI-1,2814.32,5540,Composite,NA,
GARDEN VILLAS (CFS),GARDEN VILLAS,8/12/2021,R,SARS CoV-2 N1,1686.67,0812.GAVI-1,1686.67,5540,Composite,NA,
GARDEN VILLAS (CFS),GARDEN VILLAS,8/12/2021,R,SARS CoV-2 N2,1173.33,0812.GAVI-2,2814.32,5540,Composite,NA,
GARDEN VILLAS (CFS),GARDEN VILLAS,8/12/2021,R,SARS CoV-2 N1,6600,0812.GAVI-2,1686.67,5540,Composite,NA,
GENOA,GENOA,8/12/2021,R,SARS CoV-2 N2,48400,0812.GEN-1,2814.32,2278,Composite,NA,
GENOA,GENOA,8/12/2021,R,SARS CoV-2 N1,51333.33,0812.GEN-1,1686.67,2278,Composite,NA,
GENOA,GENOA,8/12/2021,R,SARS CoV-2 N2,54266.67,0812.GEN-2,2814.32,2278,Composite,NA,
GENOA,GENOA,8/12/2021,R,SARS CoV-2 N1,47666.67,0812.GEN-2,1686.67,2278,Composite,NA,
GULF FREEWAY #2,GULF FREEWAY#2,8/12/2021,R,SARS CoV-2 N2,197266.67,0812.GF2-1,2814.32,32746,Composite,NA,
GULF FREEWAY #2,GULF FREEWAY#2,8/12/2021,R,SARS CoV-2 N1,235400,0812.GF2-1,1686.67,32746,Composite,NA,
GULF FREEWAY #2,GULF FREEWAY#2,8/12/2021,R,SARS CoV-2 N2,181133.33,0812.GF2-2,2814.32,32746,Composite,NA,
GULF FREEWAY #2,GULF FREEWAY#2,8/12/2021,R,SARS CoV-2 N1,186266.67,0812.GF2-2,1686.67,32746,Composite,NA,
HORSE PEN GULLEY,HORSE PEN GULLEY,8/12/2021,R,SARS CoV-2 N2,335133.33,0812.HPG-1,2814.32,2612,Composite,NA,
HORSE PEN GULLEY,HORSE PEN GULLEY,8/12/2021,R,SARS CoV-2 N1,382066.67,0812.HPG-1,1686.67,2612,Composite,NA,
HORSE PEN GULLEY,HORSE PEN GULLEY,8/12/2021,R,SARS CoV-2 N2,330000,0812.HPG-2,2814.32,2612,Composite,NA,
HORSE PEN GULLEY,HORSE PEN GULLEY,8/12/2021,R,SARS CoV-2 N1,352000,0812.HPG-2,1686.67,2612,Composite,NA,
Janisch Rd,JANISCH RD,8/12/2021,R,SARS CoV-2 N2,113666.67,0812.JANI-1,2814.32,783,Composite,NA,
Janisch Rd,JANISCH RD,8/12/2021,R,SARS CoV-2 N1,110000,0812.JANI-1,1686.67,783,Composite,NA,
Janisch Rd,JANISCH RD,8/12/2021,R,SARS CoV-2 N2,94600,0812.JANI-2,2814.32,783,Composite,NA,
Janisch Rd,JANISCH RD,8/12/2021,R,SARS CoV-2 N1,118066.67,0812.JANI-2,1686.67,783,Composite,NA,
Lockwood,LOCKWOOD,8/12/2021,R,SARS CoV-2 N2,103400,0812.LWD-1,2814.32,5281,Composite,NA,
Lockwood,LOCKWOOD,8/12/2021,R,SARS CoV-2 N1,127600,0812.LWD-1,1686.67,5281,Composite,NA,
Lockwood,LOCKWOOD,8/12/2021,R,SARS CoV-2 N2,107066.67,0812.LWD-2,2814.32,5281,Composite,NA,
Lockwood,LOCKWOOD,8/12/2021,R,SARS CoV-2 N1,106333.33,0812.LWD-2,1686.67,5281,Composite,NA,
Magnolia Park,MAGNOLIA PARK,8/12/2021,R,SARS CoV-2 N2,157666.67,0812.MAGN-1,2814.32,19943,Composite,NA,
Magnolia Park,MAGNOLIA PARK,8/12/2021,R,SARS CoV-2 N1,179666.67,0812.MAGN-1,1686.67,19943,Composite,NA,
Magnolia Park,MAGNOLIA PARK,8/12/2021,R,SARS CoV-2 N2,246400,0812.MAGN-2,2814.32,19943,Composite,NA,
Magnolia Park,MAGNOLIA PARK,8/12/2021,R,SARS CoV-2 N1,303600,0812.MAGN-2,1686.67,19943,Composite,NA,
Market Street No.1,MARKET ST #1,8/12/2021,R,SARS CoV-2 N2,27133.33,0812.MARK-1,2814.32,9779,Composite,NA,
Market Street No.1,MARKET ST #1,8/12/2021,R,SARS CoV-2 N1,29333.33,0812.MARK-1,1686.67,9779,Composite,NA,
Market Street No.1,MARKET ST #1,8/12/2021,R,SARS CoV-2 N2,25666.67,0812.MARK-2,2814.32,9779,Composite,NA,
Market Street No.1,MARKET ST #1,8/12/2021,R,SARS CoV-2 N1,28600,0812.MARK-2,1686.67,9779,Composite,NA,
Maxey LS FN 411,MAXEY RD,8/12/2021,R,SARS CoV-2 N2,446600,0812.MAX-1,2814.32,7270,Composite,NA,
Maxey LS FN 411,MAXEY RD,8/12/2021,R,SARS CoV-2 N1,497200,0812.MAX-1,1686.67,7270,Composite,NA,
Maxey LS FN 411,MAXEY RD,8/12/2021,R,SARS CoV-2 N2,299200,0812.MAX-2,2814.32,7270,Composite,NA,
Maxey LS FN 411,MAXEY RD,8/12/2021,R,SARS CoV-2 N1,371800,0812.MAX-2,1686.67,7270,Composite,NA,
Mitchell LS FN473,MITCHELL,8/12/2021,R,SARS CoV-2 N2,74066.67,0812.MITL-1,2814.32,1798,Composite,NA,
Mitchell LS FN473,MITCHELL,8/12/2021,R,SARS CoV-2 N1,96066.67,0812.MITL-1,1686.67,1798,Composite,NA,
Mitchell LS FN473,MITCHELL,8/12/2021,R,SARS CoV-2 N2,82866.67,0812.MITL-2,2814.32,1798,Composite,NA,
Mitchell LS FN473,MITCHELL,8/12/2021,R,SARS CoV-2 N1,85066.67,0812.MITL-2,1686.67,1798,Composite,NA,
Parker LS FN542,PARKER RD,8/12/2021,R,SARS CoV-2 N2,98266.67,0812.PARL-1,2814.32,4511,Composite,NA,
Parker LS FN542,PARKER RD,8/12/2021,R,SARS CoV-2 N1,99000,0812.PARL-1,1686.67,4511,Composite,NA,
Parker LS FN542,PARKER RD,8/12/2021,R,SARS CoV-2 N2,98266.67,0812.PARL-2,2814.32,4511,Composite,NA,
Parker LS FN542,PARKER RD,8/12/2021,R,SARS CoV-2 N1,98266.67,0812.PARL-2,1686.67,4511,Composite,NA,
SCOTT #1 (CFS),SCOTT#1,8/12/2021,R,SARS CoV-2 N2,73333.33,0812.SCOT1-1,2814.32,20087,Composite,NA,
SCOTT #1 (CFS),SCOTT#1,8/12/2021,R,SARS CoV-2 N1,77000,0812.SCOT1-1,1686.67,20087,Composite,NA,
SCOTT #1 (CFS),SCOTT#1,8/12/2021,R,SARS CoV-2 N2,57933.33,0812.SCOT1-2,2814.32,20087,Composite,NA,
SCOTT #1 (CFS),SCOTT#1,8/12/2021,R,SARS CoV-2 N1,71133.33,0812.SCOT1-2,1686.67,20087,Composite,NA,
Songwood LS FN457,SONGWOOD,8/12/2021,R,SARS CoV-2 N2,237600,0812.SONG-1,2814.32,2128,Composite,NA,
Songwood LS FN457,SONGWOOD,8/12/2021,R,SARS CoV-2 N1,281600,0812.SONG-1,1686.67,2128,Composite,NA,
Songwood LS FN457,SONGWOOD,8/12/2021,R,SARS CoV-2 N2,180400,0812.SONG-2,2814.32,2128,Composite,NA,
Songwood LS FN457,SONGWOOD,8/12/2021,R,SARS CoV-2 N1,187000,0812.SONG-2,1686.67,2128,Composite,NA,
TEXAS,TEXAS,8/12/2021,R,SARS CoV-2 N2,27866.67,0812.TEX-1,2814.32,4864,Composite,NA,
TEXAS,TEXAS,8/12/2021,R,SARS CoV-2 N1,37400,0812.TEX-1,1686.67,4864,Composite,NA,
TEXAS,TEXAS,8/12/2021,R,SARS CoV-2 N2,33733.33,0812.TEX-2,2814.32,4864,Composite,NA,
TEXAS,TEXAS,8/12/2021,R,SARS CoV-2 N1,48400,0812.TEX-2,1686.67,4864,Composite,NA,
W Canino,WEST CANINO,8/12/2021,R,SARS CoV-2 N2,360066.67,0812.WESC-1,2814.32,958,Composite,NA,
W Canino,WEST CANINO,8/12/2021,R,SARS CoV-2 N1,427533.33,0812.WESC-1,1686.67,958,Composite,NA,
W Canino,WEST CANINO,8/12/2021,R,SARS CoV-2 N2,380600,0812.WESC-2,2814.32,958,Composite,NA,
W Canino,WEST CANINO,8/12/2021,R,SARS CoV-2 N1,470066.67,0812.WESC-2,1686.67,958,Composite,NA,
W. OAK MEADOWS,W OAK MEADOWS,8/12/2021,R,SARS CoV-2 N2,21266.67,0812.WOM-1,2814.32,12177,Composite,NA,
W. OAK MEADOWS,W OAK MEADOWS,8/12/2021,R,SARS CoV-2 N1,27866.67,0812.WOM-1,1686.67,12177,Composite,NA,
W. OAK MEADOWS,W OAK MEADOWS,8/12/2021,R,SARS CoV-2 N2,22000,0812.WOM-2,2814.32,12177,Composite,NA,
W. OAK MEADOWS,W OAK MEADOWS,8/12/2021,R,SARS CoV-2 N1,25666.67,0812.WOM-2,1686.67,12177,Composite,NA,
Berkley,BERKLEY,8/12/2021,R,SARS CoV-2 N2,424600,0812.BERK-3,3064.2,10690,Composite,NA,
Berkley,BERKLEY,8/12/2021,R,SARS CoV-2 N1,474466.67,0812.BERK-3,2333.33,10690,Composite,NA,
Berkley,BERKLEY,8/12/2021,R,SARS CoV-2 N2,420933.33,0812.BERK-4,3064.2,10690,Composite,NA,
Berkley,BERKLEY,8/12/2021,R,SARS CoV-2 N1,477400,0812.BERK-4,2333.33,10690,Composite,NA,
Langley Rd FN#635,LANGLEY RD,8/12/2021,R,SARS CoV-2 N2,0,0812.LANG-3,4255.83,2658,Composite,NA,
Langley Rd FN#635,LANGLEY RD,8/12/2021,R,SARS CoV-2 N1,0,0812.LANG-3,3240.74,2658,Composite,NA,
Langley Rd FN#635,LANGLEY RD,8/12/2021,R,SARS CoV-2 N2,0,0812.LANG-4,3928.46,2658,Composite,NA,
Langley Rd FN#635,LANGLEY RD,8/12/2021,R,SARS CoV-2 N1,0,0812.LANG-4,2991.45,2658,Composite,NA,
Afton Village,AFTON VILLAGE,8/16/2021,R,SARS CoV-2 N2,96066.67,0816.AFVI-1,2333.33,2442,Composite,NA,
Afton Village,AFTON VILLAGE,8/16/2021,R,SARS CoV-2 N1,108533.33,0816.AFVI-1,2934.57,2442,Composite,NA,
Afton Village,AFTON VILLAGE,8/16/2021,R,SARS CoV-2 N2,91666.67,0816.AFVI-2,2333.33,2442,Composite,NA,
Afton Village,AFTON VILLAGE,8/16/2021,R,SARS CoV-2 N1,106333.33,0816.AFVI-2,2934.57,2442,Composite,NA,
Alief Central FN545,ALIEF CENTRAL,8/16/2021,R,SARS CoV-2 N2,188466.67,0816.ALIEF-1,2333.33,11114,Composite,NA,
Alief Central FN545,ALIEF CENTRAL,8/16/2021,R,SARS CoV-2 N1,219266.67,0816.ALIEF-1,2934.57,11114,Composite,NA,
Alief Central FN545,ALIEF CENTRAL,8/16/2021,R,SARS CoV-2 N2,115133.33,0816.ALIEF-2,2333.33,11114,Composite,NA,
Alief Central FN545,ALIEF CENTRAL,8/16/2021,R,SARS CoV-2 N1,153266.67,0816.ALIEF-2,2934.57,11114,Composite,NA,
Belle Park,BELLE PARK#1,8/16/2021,R,SARS CoV-2 N2,162800,0816.BELL-1,2333.33,6196,Composite,NA,
Belle Park,BELLE PARK#1,8/16/2021,R,SARS CoV-2 N1,181133.33,0816.BELL-1,2934.57,6196,Composite,NA,
Belle Park,BELLE PARK#1,8/16/2021,R,SARS CoV-2 N2,152533.33,0816.BELL-2,2333.33,6196,Composite,NA,
Belle Park,BELLE PARK#1,8/16/2021,R,SARS CoV-2 N1,161333.33,0816.BELL-2,2934.57,6196,Composite,NA,
Bintliff,BINTLIFF,8/16/2021,R,SARS CoV-2 N2,132733.33,0816.BINT-1,2333.33,10644,Composite,NA,
Bintliff,BINTLIFF,8/16/2021,R,SARS CoV-2 N1,141533.33,0816.BINT-1,2934.57,10644,Composite,NA,
Bintliff,BINTLIFF,8/16/2021,R,SARS CoV-2 N2,132733.33,0816.BINT-2,2333.33,10644,Composite,NA,
Bintliff,BINTLIFF,8/16/2021,R,SARS CoV-2 N1,147400,0816.BINT-2,2934.57,10644,Composite,NA,
Bissonnet  No. 4,BISSONNET#4,8/16/2021,R,SARS CoV-2 N2,233933.33,0816.BISS4-1,2333.33,54978,Composite,NA,
Bissonnet  No. 4,BISSONNET#4,8/16/2021,R,SARS CoV-2 N1,250066.67,0816.BISS4-1,2934.57,54978,Composite,NA,
Bissonnet  No. 4,BISSONNET#4,8/16/2021,R,SARS CoV-2 N2,184800,0816.BISS4-2,2333.33,54978,Composite,NA,
Bissonnet  No. 4,BISSONNET#4,8/16/2021,R,SARS CoV-2 N1,205333.33,0816.BISS4-2,2934.57,54978,Composite,NA,
Carvel,CARVEL,8/16/2021,R,SARS CoV-2 N2,154733.33,0816.CARV-1,2333.33,20741,Composite,NA,
Carvel,CARVEL,8/16/2021,R,SARS CoV-2 N1,178933.33,0816.CARV-1,2934.57,20741,Composite,NA,
Carvel,CARVEL,8/16/2021,R,SARS CoV-2 N2,144466.67,0816.CARV-2,2333.33,20741,Composite,NA,
Carvel,CARVEL,8/16/2021,R,SARS CoV-2 N1,155466.67,0816.CARV-2,2934.57,20741,Composite,NA,
Cherry oak,CHERRY OAK,8/16/2021,R,SARS CoV-2 N2,346133.33,0816.CHER-1,2333.33,11456,Composite,NA,
Cherry oak,CHERRY OAK,8/16/2021,R,SARS CoV-2 N1,407733.33,0816.CHER-1,2934.57,11456,Composite,NA,
Cherry oak,CHERRY OAK,8/16/2021,R,SARS CoV-2 N2,360800,0816.CHER-2,2333.33,11456,Composite,NA,
Cherry oak,CHERRY OAK,8/16/2021,R,SARS CoV-2 N1,402600,0816.CHER-2,2934.57,11456,Composite,NA,
Chimney Rock No.2,CHIMNEY ROCK#2,8/16/2021,R,SARS CoV-2 N2,63066.67,0816.CHIM2-1,2333.33,17108,Composite,NA,
Chimney Rock No.2,CHIMNEY ROCK#2,8/16/2021,R,SARS CoV-2 N1,54266.67,0816.CHIM2-1,2934.57,17108,Composite,NA,
Chimney Rock No.2,CHIMNEY ROCK#2,8/16/2021,R,SARS CoV-2 N2,48400,0816.CHIM2-2,2333.33,17108,Composite,NA,
Chimney Rock No.2,CHIMNEY ROCK#2,8/16/2021,R,SARS CoV-2 N1,46200,0816.CHIM2-2,2934.57,17108,Composite,NA,
COOK RD.,COOK RD,8/16/2021,R,SARS CoV-2 N2,162066.67,0816.COOK-1,2333.33,10448,Composite,NA,
COOK RD.,COOK RD,8/16/2021,R,SARS CoV-2 N1,165000,0816.COOK-1,2934.57,10448,Composite,NA,
COOK RD.,COOK RD,8/16/2021,R,SARS CoV-2 N2,109266.67,0816.COOK-2,2333.33,10448,Composite,NA,
COOK RD.,COOK RD,8/16/2021,R,SARS CoV-2 N1,123200,0816.COOK-2,2934.57,10448,Composite,NA,
Ferguson Way,FERGUSON WAY,8/16/2021,R,SARS CoV-2 N2,59583.33,0816.FERG-1,3645.83,2013,Composite,NA,
Ferguson Way,FERGUSON WAY,8/16/2021,R,SARS CoV-2 N1,81354.17,0816.FERG-1,4585.26,2013,Composite,NA,
Ferguson Way,FERGUSON WAY,8/16/2021,R,SARS CoV-2 N2,55282.05,0816.FERG-2,3589.74,2013,Composite,NA,
Ferguson Way,FERGUSON WAY,8/16/2021,R,SARS CoV-2 N1,68820.51,0816.FERG-2,4514.72,2013,Composite,NA,
Fondren No.2,FONDREN#2,8/16/2021,R,SARS CoV-2 N2,299200,0816.FON2-1,2333.33,17237,Composite,NA,
Fondren No.2,FONDREN#2,8/16/2021,R,SARS CoV-2 N1,579333.33,0816.FON2-1,2934.57,17237,Composite,NA,
Fondren No.2,FONDREN#2,8/16/2021,R,SARS CoV-2 N2,255200,0816.FON2-2,2333.33,17237,Composite,NA,
Fondren No.2,FONDREN#2,8/16/2021,R,SARS CoV-2 N1,482533.33,0816.FON2-2,2934.57,17237,Composite,NA,
Heights,HEIGHTS,8/16/2021,R,SARS CoV-2 N2,240533.33,0816.HEIG-1,2333.33,1724,Composite,NA,
Heights,HEIGHTS,8/16/2021,R,SARS CoV-2 N1,299200,0816.HEIG-1,2934.57,1724,Composite,NA,
Heights,HEIGHTS,8/16/2021,R,SARS CoV-2 N2,247866.67,0816.HEIG-2,2333.33,1724,Composite,NA,
Heights,HEIGHTS,8/16/2021,R,SARS CoV-2 N1,322666.67,0816.HEIG-2,2934.57,1724,Composite,NA,
M.U.D 175-1 LS 281,MUD#175,8/16/2021,R,SARS CoV-2 N2,299933.33,0816.MUD175-1,2333.33,5607,Composite,NA,
M.U.D 175-1 LS 281,MUD#175,8/16/2021,R,SARS CoV-2 N1,291866.67,0816.MUD175-1,2934.57,5607,Composite,NA,
M.U.D 175-1 LS 281,MUD#175,8/16/2021,R,SARS CoV-2 N2,281600,0816.MUD175-2,2333.33,5607,Composite,NA,
M.U.D 175-1 LS 281,MUD#175,8/16/2021,R,SARS CoV-2 N1,305066.67,0816.MUD175-2,2934.57,5607,Composite,NA,
MUD No. 123,MUD#123,8/16/2021,R,SARS CoV-2 N2,528000,0816.MUD123-1,2333.33,11441,Composite,NA,
MUD No. 123,MUD#123,8/16/2021,R,SARS CoV-2 N1,623333.33,0816.MUD123-1,2934.57,11441,Composite,NA,
MUD No. 123,MUD#123,8/16/2021,R,SARS CoV-2 N2,542666.67,0816.MUD123-2,2333.33,11441,Composite,NA,
MUD No. 123,MUD#123,8/16/2021,R,SARS CoV-2 N1,638000,0816.MUD123-2,2934.57,11441,Composite,NA,
North Eldridge,N ELDRIDGE,8/16/2021,R,SARS CoV-2 N2,194333.33,0816.NELD-1,2333.33,4541,Composite,NA,
North Eldridge,N ELDRIDGE,8/16/2021,R,SARS CoV-2 N1,208266.67,0816.NELD-1,2934.57,4541,Composite,NA,
North Eldridge,N ELDRIDGE,8/16/2021,R,SARS CoV-2 N2,209000,0816.NELD-2,2333.33,4541,Composite,NA,
North Eldridge,N ELDRIDGE,8/16/2021,R,SARS CoV-2 N1,215600,0816.NELD-2,2934.57,4541,Composite,NA,
Richmond Ave No.1 FN349,RICHMOND AVE#1,8/16/2021,R,SARS CoV-2 N2,232466.67,0816.RICH-1,2333.33,14857,Composite,NA,
Richmond Ave No.1 FN349,RICHMOND AVE#1,8/16/2021,R,SARS CoV-2 N1,289666.67,0816.RICH-1,2934.57,14857,Composite,NA,
Richmond Ave No.1 FN349,RICHMOND AVE#1,8/16/2021,R,SARS CoV-2 N2,275733.33,0816.RICH-2,2333.33,14857,Composite,NA,
Richmond Ave No.1 FN349,RICHMOND AVE#1,8/16/2021,R,SARS CoV-2 N1,316800,0816.RICH-2,2934.57,14857,Composite,NA,
S. Post Oak No. 1,POST OAK#1,8/16/2021,R,SARS CoV-2 N2,184800,0816.SPO1-1,2333.33,8412,Composite,NA,
S. Post Oak No. 1,POST OAK#1,8/16/2021,R,SARS CoV-2 N1,203866.67,0816.SPO1-1,2934.57,8412,Composite,NA,
S. Post Oak No. 1,POST OAK#1,8/16/2021,R,SARS CoV-2 N2,194333.33,0816.SPO1-2,2333.33,8412,Composite,NA,
S. Post Oak No. 1,POST OAK#1,8/16/2021,R,SARS CoV-2 N1,222933.33,0816.SPO1-2,2934.57,8412,Composite,NA,
Saddle Brook,SADDLE BROOK,8/16/2021,R,SARS CoV-2 N2,828666.67,0816.SABR-1,2333.33,1620,Composite,NA,
Saddle Brook,SADDLE BROOK,8/16/2021,R,SARS CoV-2 N1,858000,0816.SABR-1,2934.57,1620,Composite,NA,
Saddle Brook,SADDLE BROOK,8/16/2021,R,SARS CoV-2 N2,880000,0816.SABR-2,2333.33,1620,Composite,NA,
Saddle Brook,SADDLE BROOK,8/16/2021,R,SARS CoV-2 N1,953333.33,0816.SABR-2,2934.57,1620,Composite,NA,
San Felipe FN140,SAN FELIPE,8/16/2021,R,SARS CoV-2 N2,283800,0816.SANF-1,2333.33,9241,Composite,NA,
San Felipe FN140,SAN FELIPE,8/16/2021,R,SARS CoV-2 N1,251533.33,0816.SANF-1,2934.57,9241,Composite,NA,
San Felipe FN140,SAN FELIPE,8/16/2021,R,SARS CoV-2 N2,313133.33,0816.SANF-2,2333.33,9241,Composite,NA,
San Felipe FN140,SAN FELIPE,8/16/2021,R,SARS CoV-2 N1,281600,0816.SANF-2,2934.57,9241,Composite,NA,
Stella Link FN575,STELLALINK,8/16/2021,R,SARS CoV-2 N2,295533.33,0816.STEL-1,2333.33,5673,Composite,NA,
Stella Link FN575,STELLALINK,8/16/2021,R,SARS CoV-2 N1,371800,0816.STEL-1,2934.57,5673,Composite,NA,
Stella Link FN575,STELLALINK,8/16/2021,R,SARS CoV-2 N2,387200,0816.STEL-2,2333.33,5673,Composite,NA,
